Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",0.026
Afghanistan,AFG,"Feb 26, 2020",0
Afghanistan,AFG,"Feb 27, 2020",0
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",0
Afghanistan,AFG,"Mar 2, 2020",0
Afghanistan,AFG,"Mar 8, 2020",0.077
Afghanistan,AFG,"Mar 11, 2020",0.077
Afghanistan,AFG,"Mar 15, 2020",0.077
Afghanistan,AFG,"Mar 16, 2020",0.154
Afghanistan,AFG,"Mar 17, 2020",0.128
Afghanistan,AFG,"Mar 18, 2020",0.026
Afghanistan,AFG,"Mar 19, 2020",0
Afghanistan,AFG,"Mar 20, 2020",0
Afghanistan,AFG,"Mar 21, 2020",0.051
Afghanistan,AFG,"Mar 22, 2020",0
Afghanistan,AFG,"Mar 23, 2020",0.257
Afghanistan,AFG,"Mar 24, 2020",0.154
Afghanistan,AFG,"Mar 25, 2020",0.051
Afghanistan,AFG,"Mar 26, 2020",0.848
Afghanistan,AFG,"Mar 27, 2020",0
Afghanistan,AFG,"Mar 28, 2020",0.411
Afghanistan,AFG,"Mar 29, 2020",0.385
Afghanistan,AFG,"Mar 30, 2020",0.206
Afghanistan,AFG,"Mar 31, 2020",0.694
Afghanistan,AFG,"Apr 1, 2020",0.642
Afghanistan,AFG,"Apr 2, 2020",0.668
Afghanistan,AFG,"Apr 3, 2020",1.105
Afghanistan,AFG,"Apr 4, 2020",0
Afghanistan,AFG,"Apr 5, 2020",0.899
Afghanistan,AFG,"Apr 6, 2020",0.745
Afghanistan,AFG,"Apr 7, 2020",0.976
Afghanistan,AFG,"Apr 8, 2020",0.771
Afghanistan,AFG,"Apr 9, 2020",1.439
Afghanistan,AFG,"Apr 10, 2020",1.567
Afghanistan,AFG,"Apr 11, 2020",0.95
Afghanistan,AFG,"Apr 12, 2020",0.873
Afghanistan,AFG,"Apr 13, 2020",1.336
Afghanistan,AFG,"Apr 14, 2020",1.49
Afghanistan,AFG,"Apr 15, 2020",1.259
Afghanistan,AFG,"Apr 16, 2020",1.798
Afghanistan,AFG,"Apr 17, 2020",0.257
Afghanistan,AFG,"Apr 18, 2020",1.31
Afghanistan,AFG,"Apr 19, 2020",1.618
Afghanistan,AFG,"Apr 20, 2020",2.261
Afghanistan,AFG,"Apr 21, 2020",0.899
Afghanistan,AFG,"Apr 22, 2020",1.567
Afghanistan,AFG,"Apr 23, 2020",2.158
Afghanistan,AFG,"Apr 24, 2020",2.697
Afghanistan,AFG,"Apr 25, 2020",1.798
Afghanistan,AFG,"Apr 26, 2020",2.877
Afghanistan,AFG,"Apr 27, 2020",1.747
Afghanistan,AFG,"Apr 28, 2020",4.418
Afghanistan,AFG,"Apr 29, 2020",3.185
Afghanistan,AFG,"Apr 30, 2020",3.134
Afghanistan,AFG,"May 1, 2020",5.703
Afghanistan,AFG,"May 2, 2020",4.213
Afghanistan,AFG,"May 3, 2020",3.442
Afghanistan,AFG,"May 4, 2020",6.037
Afghanistan,AFG,"May 5, 2020",4.881
Afghanistan,AFG,"May 6, 2020",8.477
Afghanistan,AFG,"May 7, 2020",4.316
Afghanistan,AFG,"May 8, 2020",4.393
Afghanistan,AFG,"May 9, 2020",5.523
Afghanistan,AFG,"May 10, 2020",6.55
Afghanistan,AFG,"May 11, 2020",9.479
Afghanistan,AFG,"May 12, 2020",7.321
Afghanistan,AFG,"May 13, 2020",7.193
Afghanistan,AFG,"May 14, 2020",6.653
Afghanistan,AFG,"May 15, 2020",2.903
Afghanistan,AFG,"May 16, 2020",27.307
Afghanistan,AFG,"May 17, 2020",0
Afghanistan,AFG,"May 18, 2020",6.73
Afghanistan,AFG,"May 19, 2020",10.481
Afghanistan,AFG,"May 20, 2020",14.925
Afghanistan,AFG,"May 21, 2020",12.639
Afghanistan,AFG,"May 22, 2020",13.64
Afghanistan,AFG,"May 23, 2020",13.872
Afghanistan,AFG,"May 24, 2020",20.088
Afghanistan,AFG,"May 25, 2020",15.002
Afghanistan,AFG,"May 26, 2020",15.182
Afghanistan,AFG,"May 27, 2020",16.903
Afghanistan,AFG,"May 28, 2020",16.055
Afghanistan,AFG,"May 29, 2020",14.899
Afghanistan,AFG,"May 30, 2020",16.004
Afghanistan,AFG,"May 31, 2020",22.246
Afghanistan,AFG,"Jun 1, 2020",17.468
Afghanistan,AFG,"Jun 2, 2020",14
Afghanistan,AFG,"Jun 3, 2020",19.497
Afghanistan,AFG,"Jun 4, 2020",19.472
Afghanistan,AFG,"Jun 5, 2020",20.217
Afghanistan,AFG,"Jun 6, 2020",23.505
Afghanistan,AFG,"Jun 7, 2020",14.951
Afghanistan,AFG,"Jun 8, 2020",20.319
Afghanistan,AFG,"Jun 9, 2020",14.771
Afghanistan,AFG,"Jun 10, 2020",13.923
Afghanistan,AFG,"Jun 11, 2020",17.571
Afghanistan,AFG,"Jun 12, 2020",19.189
Afghanistan,AFG,"Jun 13, 2020",16.851
Afghanistan,AFG,"Jun 14, 2020",14.283
Afghanistan,AFG,"Jun 15, 2020",17.057
Afghanistan,AFG,"Jun 16, 2020",19.549
Afghanistan,AFG,"Jun 17, 2020",20.114
Afghanistan,AFG,"Jun 18, 2020",14.488
Afghanistan,AFG,"Jun 19, 2020",16.903
Afghanistan,AFG,"Jun 20, 2020",8.888
Afghanistan,AFG,"Jun 21, 2020",14.026
Afghanistan,AFG,"Jun 22, 2020",10.506
Afghanistan,AFG,"Jun 23, 2020",7.963
Afghanistan,AFG,"Jun 24, 2020",8.683
Afghanistan,AFG,"Jun 25, 2020",6.011
Afghanistan,AFG,"Jun 26, 2020",11.817
Afghanistan,AFG,"Jun 27, 2020",7.09
Afghanistan,AFG,"Jun 28, 2020",4.239
Afghanistan,AFG,"Jun 29, 2020",9.017
Afghanistan,AFG,"Jun 30, 2020",6.962
Afghanistan,AFG,"Jul 1, 2020",7.167
Afghanistan,AFG,"Jul 2, 2020",8.195
Afghanistan,AFG,"Jul 3, 2020",4.778
Afghanistan,AFG,"Jul 4, 2020",7.758
Afghanistan,AFG,"Jul 5, 2020",8.94
Afghanistan,AFG,"Jul 6, 2020",7.167
Afghanistan,AFG,"Jul 7, 2020",11.123
Afghanistan,AFG,"Jul 8, 2020",5.395
Afghanistan,AFG,"Jul 9, 2020",1.516
Afghanistan,AFG,"Jul 10, 2020",6.55
Afghanistan,AFG,"Jul 11, 2020",11.765
Afghanistan,AFG,"Jul 12, 2020",2.183
Afghanistan,AFG,"Jul 13, 2020",0
Afghanistan,AFG,"Jul 14, 2020",0.103
Afghanistan,AFG,"Jul 15, 2020",7.321
Afghanistan,AFG,"Jul 16, 2020",6.525
Afghanistan,AFG,"Jul 17, 2020",1.952
Afghanistan,AFG,"Jul 18, 2020",5.626
Afghanistan,AFG,"Jul 19, 2020",0.308
Afghanistan,AFG,"Jul 20, 2020",4.47
Afghanistan,AFG,"Jul 21, 2020",3.596
Afghanistan,AFG,"Jul 22, 2020",2.877
Afghanistan,AFG,"Jul 23, 2020",4.829
Afghanistan,AFG,"Jul 24, 2020",0.334
Afghanistan,AFG,"Jul 25, 2020",2.774
Afghanistan,AFG,"Jul 26, 2020",3.108
Albania,ALB,"Mar 9, 2020",0.695
Albania,ALB,"Mar 10, 2020",1.39
Albania,ALB,"Mar 11, 2020",1.39
Albania,ALB,"Mar 12, 2020",0.347
Albania,ALB,"Mar 13, 2020",4.17
Albania,ALB,"Mar 14, 2020",3.475
Albania,ALB,"Mar 15, 2020",1.737
Albania,ALB,"Mar 16, 2020",1.39
Albania,ALB,"Mar 17, 2020",3.127
Albania,ALB,"Mar 18, 2020",1.39
Albania,ALB,"Mar 19, 2020",1.39
Albania,ALB,"Mar 20, 2020",3.822
Albania,ALB,"Mar 21, 2020",0
Albania,ALB,"Mar 22, 2020",2.085
Albania,ALB,"Mar 23, 2020",4.517
Albania,ALB,"Mar 24, 2020",3.822
Albania,ALB,"Mar 25, 2020",7.992
Albania,ALB,"Mar 26, 2020",7.992
Albania,ALB,"Mar 27, 2020",9.73
Albania,ALB,"Mar 28, 2020",4.17
Albania,ALB,"Mar 29, 2020",3.822
Albania,ALB,"Mar 30, 2020",5.212
Albania,ALB,"Mar 31, 2020",3.822
Albania,ALB,"Apr 1, 2020",6.95
Albania,ALB,"Apr 2, 2020",5.56
Albania,ALB,"Apr 3, 2020",6.255
Albania,ALB,"Apr 4, 2020",9.382
Albania,ALB,"Apr 5, 2020",10.077
Albania,ALB,"Apr 6, 2020",9.73
Albania,ALB,"Apr 7, 2020",5.56
Albania,ALB,"Apr 8, 2020",2.085
Albania,ALB,"Apr 9, 2020",5.907
Albania,ALB,"Apr 10, 2020",3.127
Albania,ALB,"Apr 11, 2020",2.432
Albania,ALB,"Apr 12, 2020",5.907
Albania,ALB,"Apr 13, 2020",4.517
Albania,ALB,"Apr 14, 2020",7.297
Albania,ALB,"Apr 15, 2020",2.78
Albania,ALB,"Apr 16, 2020",6.602
Albania,ALB,"Apr 17, 2020",8.34
Albania,ALB,"Apr 18, 2020",7.297
Albania,ALB,"Apr 19, 2020",3.127
Albania,ALB,"Apr 20, 2020",4.865
Albania,ALB,"Apr 21, 2020",7.645
Albania,ALB,"Apr 22, 2020",8.687
Albania,ALB,"Apr 23, 2020",8.687
Albania,ALB,"Apr 24, 2020",10.077
Albania,ALB,"Apr 25, 2020",5.212
Albania,ALB,"Apr 26, 2020",11.815
Albania,ALB,"Apr 27, 2020",4.865
Albania,ALB,"Apr 28, 2020",3.475
Albania,ALB,"Apr 29, 2020",4.865
Albania,ALB,"Apr 30, 2020",5.56
Albania,ALB,"May 1, 2020",2.432
Albania,ALB,"May 2, 2020",3.127
Albania,ALB,"May 3, 2020",2.432
Albania,ALB,"May 4, 2020",2.085
Albania,ALB,"May 5, 2020",2.78
Albania,ALB,"May 6, 2020",5.907
Albania,ALB,"May 7, 2020",4.17
Albania,ALB,"May 8, 2020",3.475
Albania,ALB,"May 9, 2020",2.78
Albania,ALB,"May 10, 2020",2.085
Albania,ALB,"May 11, 2020",4.17
Albania,ALB,"May 12, 2020",1.39
Albania,ALB,"May 13, 2020",1.39
Albania,ALB,"May 14, 2020",1.39
Albania,ALB,"May 15, 2020",6.255
Albania,ALB,"May 16, 2020",6.255
Albania,ALB,"May 17, 2020",5.907
Albania,ALB,"May 18, 2020",4.517
Albania,ALB,"May 19, 2020",0.695
Albania,ALB,"May 20, 2020",0.347
Albania,ALB,"May 21, 2020",5.212
Albania,ALB,"May 22, 2020",1.737
Albania,ALB,"May 23, 2020",4.17
Albania,ALB,"May 24, 2020",2.78
Albania,ALB,"May 25, 2020",3.127
Albania,ALB,"May 26, 2020",2.085
Albania,ALB,"May 27, 2020",8.687
Albania,ALB,"May 28, 2020",7.297
Albania,ALB,"May 29, 2020",9.035
Albania,ALB,"May 30, 2020",7.992
Albania,ALB,"May 31, 2020",7.992
Albania,ALB,"Jun 1, 2020",5.212
Albania,ALB,"Jun 2, 2020",2.085
Albania,ALB,"Jun 3, 2020",7.297
Albania,ALB,"Jun 4, 2020",6.95
Albania,ALB,"Jun 5, 2020",4.517
Albania,ALB,"Jun 6, 2020",5.212
Albania,ALB,"Jun 7, 2020",6.95
Albania,ALB,"Jun 8, 2020",4.865
Albania,ALB,"Jun 9, 2020",5.907
Albania,ALB,"Jun 10, 2020",12.51
Albania,ALB,"Jun 11, 2020",14.594
Albania,ALB,"Jun 12, 2020",15.289
Albania,ALB,"Jun 13, 2020",10.772
Albania,ALB,"Jun 14, 2020",16.679
Albania,ALB,"Jun 15, 2020",19.807
Albania,ALB,"Jun 16, 2020",23.977
Albania,ALB,"Jun 17, 2020",28.494
Albania,ALB,"Jun 18, 2020",17.374
Albania,ALB,"Jun 19, 2020",22.934
Albania,ALB,"Jun 20, 2020",17.374
Albania,ALB,"Jun 21, 2020",18.417
Albania,ALB,"Jun 22, 2020",12.51
Albania,ALB,"Jun 23, 2020",23.629
Albania,ALB,"Jun 24, 2020",18.069
Albania,ALB,"Jun 25, 2020",23.282
Albania,ALB,"Jun 26, 2020",27.104
Albania,ALB,"Jun 27, 2020",26.757
Albania,ALB,"Jun 28, 2020",21.197
Albania,ALB,"Jun 29, 2020",25.019
Albania,ALB,"Jun 30, 2020",22.239
Albania,ALB,"Jul 1, 2020",23.977
Albania,ALB,"Jul 2, 2020",15.637
Albania,ALB,"Jul 3, 2020",28.494
Albania,ALB,"Jul 4, 2020",31.274
Albania,ALB,"Jul 5, 2020",23.282
Albania,ALB,"Jul 6, 2020",25.714
Albania,ALB,"Jul 7, 2020",24.672
Albania,ALB,"Jul 8, 2020",25.714
Albania,ALB,"Jul 9, 2020",23.629
Albania,ALB,"Jul 10, 2020",28.494
Albania,ALB,"Jul 11, 2020",31.274
Albania,ALB,"Jul 12, 2020",32.316
Albania,ALB,"Jul 13, 2020",28.841
Albania,ALB,"Jul 14, 2020",40.656
Albania,ALB,"Jul 15, 2020",33.359
Albania,ALB,"Jul 16, 2020",29.536
Albania,ALB,"Jul 17, 2020",34.401
Albania,ALB,"Jul 18, 2020",19.112
Albania,ALB,"Jul 19, 2020",35.444
Albania,ALB,"Jul 20, 2020",28.494
Albania,ALB,"Jul 21, 2020",28.147
Albania,ALB,"Jul 22, 2020",41.351
Albania,ALB,"Jul 23, 2020",23.629
Albania,ALB,"Jul 24, 2020",37.529
Albania,ALB,"Jul 25, 2020",36.139
Albania,ALB,"Jul 26, 2020",23.282
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0.023
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0.046
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 4, 2020",0.046
Algeria,DZA,"Mar 5, 2020",0.16
Algeria,DZA,"Mar 6, 2020",0.114
Algeria,DZA,"Mar 9, 2020",0.068
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",0.114
Algeria,DZA,"Mar 14, 2020",0.023
Algeria,DZA,"Mar 15, 2020",0.251
Algeria,DZA,"Mar 16, 2020",0.251
Algeria,DZA,"Mar 17, 2020",0.228
Algeria,DZA,"Mar 18, 2020",0.046
Algeria,DZA,"Mar 19, 2020",0.274
Algeria,DZA,"Mar 20, 2020",0.41
Algeria,DZA,"Mar 21, 2020",0.274
Algeria,DZA,"Mar 22, 2020",0.844
Algeria,DZA,"Mar 23, 2020",1.414
Algeria,DZA,"Mar 24, 2020",0.661
Algeria,DZA,"Mar 25, 2020",0.775
Algeria,DZA,"Mar 26, 2020",0.867
Algeria,DZA,"Mar 27, 2020",1.482
Algeria,DZA,"Mar 28, 2020",0.958
Algeria,DZA,"Mar 29, 2020",1.026
Algeria,DZA,"Mar 30, 2020",1.3
Algeria,DZA,"Mar 31, 2020",1.665
Algeria,DZA,"Apr 1, 2020",3.01
Algeria,DZA,"Apr 2, 2020",2.987
Algeria,DZA,"Apr 3, 2020",3.17
Algeria,DZA,"Apr 4, 2020",4.219
Algeria,DZA,"Apr 5, 2020",1.824
Algeria,DZA,"Apr 6, 2020",1.574
Algeria,DZA,"Apr 7, 2020",2.349
Algeria,DZA,"Apr 8, 2020",1.026
Algeria,DZA,"Apr 9, 2020",2.372
Algeria,DZA,"Apr 10, 2020",2.144
Algeria,DZA,"Apr 11, 2020",2.166
Algeria,DZA,"Apr 12, 2020",1.459
Algeria,DZA,"Apr 13, 2020",2.03
Algeria,DZA,"Apr 14, 2020",1.574
Algeria,DZA,"Apr 15, 2020",1.984
Algeria,DZA,"Apr 16, 2020",2.052
Algeria,DZA,"Apr 17, 2020",2.463
Algeria,DZA,"Apr 18, 2020",3.421
Algeria,DZA,"Apr 19, 2020",2.668
Algeria,DZA,"Apr 20, 2020",2.144
Algeria,DZA,"Apr 21, 2020",2.03
Algeria,DZA,"Apr 22, 2020",2.121
Algeria,DZA,"Apr 23, 2020",2.258
Algeria,DZA,"Apr 24, 2020",2.212
Algeria,DZA,"Apr 25, 2020",2.737
Algeria,DZA,"Apr 26, 2020",2.942
Algeria,DZA,"Apr 27, 2020",2.873
Algeria,DZA,"Apr 28, 2020",3.079
Algeria,DZA,"Apr 29, 2020",3.01
Algeria,DZA,"Apr 30, 2020",4.538
Algeria,DZA,"May 1, 2020",3.603
Algeria,DZA,"May 2, 2020",3.375
Algeria,DZA,"May 3, 2020",3.215
Algeria,DZA,"May 4, 2020",4.082
Algeria,DZA,"May 5, 2020",3.968
Algeria,DZA,"May 6, 2020",4.333
Algeria,DZA,"May 7, 2020",3.626
Algeria,DZA,"May 8, 2020",4.219
Algeria,DZA,"May 9, 2020",4.264
Algeria,DZA,"May 10, 2020",4.31
Algeria,DZA,"May 11, 2020",3.763
Algeria,DZA,"May 12, 2020",3.831
Algeria,DZA,"May 13, 2020",4.014
Algeria,DZA,"May 14, 2020",4.242
Algeria,DZA,"May 15, 2020",4.31
Algeria,DZA,"May 16, 2020",4.264
Algeria,DZA,"May 17, 2020",4.378
Algeria,DZA,"May 18, 2020",4.515
Algeria,DZA,"May 19, 2020",4.15
Algeria,DZA,"May 20, 2020",4.014
Algeria,DZA,"May 21, 2020",3.763
Algeria,DZA,"May 22, 2020",4.242
Algeria,DZA,"May 23, 2020",4.333
Algeria,DZA,"May 24, 2020",4.447
Algeria,DZA,"May 25, 2020",4.401
Algeria,DZA,"May 26, 2020",4.492
Algeria,DZA,"May 27, 2020",4.424
Algeria,DZA,"May 28, 2020",3.649
Algeria,DZA,"May 29, 2020",3.193
Algeria,DZA,"May 30, 2020",3.124
Algeria,DZA,"May 31, 2020",3.033
Algeria,DZA,"Jun 1, 2020",2.896
Algeria,DZA,"Jun 2, 2020",2.714
Algeria,DZA,"Jun 3, 2020",2.577
Algeria,DZA,"Jun 4, 2020",0
Algeria,DZA,"Jun 5, 2020",4.675
Algeria,DZA,"Jun 6, 2020",2.372
Algeria,DZA,"Jun 7, 2020",2.623
Algeria,DZA,"Jun 8, 2020",2.372
Algeria,DZA,"Jun 9, 2020",2.531
Algeria,DZA,"Jun 10, 2020",2.668
Algeria,DZA,"Jun 11, 2020",2.326
Algeria,DZA,"Jun 12, 2020",2.394
Algeria,DZA,"Jun 13, 2020",2.486
Algeria,DZA,"Jun 14, 2020",2.554
Algeria,DZA,"Jun 15, 2020",2.486
Algeria,DZA,"Jun 16, 2020",2.554
Algeria,DZA,"Jun 17, 2020",2.645
Algeria,DZA,"Jun 18, 2020",2.759
Algeria,DZA,"Jun 19, 2020",2.668
Algeria,DZA,"Jun 20, 2020",2.714
Algeria,DZA,"Jun 21, 2020",2.896
Algeria,DZA,"Jun 22, 2020",3.193
Algeria,DZA,"Jun 23, 2020",3.398
Algeria,DZA,"Jun 24, 2020",3.557
Algeria,DZA,"Jun 25, 2020",3.922
Algeria,DZA,"Jun 26, 2020",4.492
Algeria,DZA,"Jun 27, 2020",5.473
Algeria,DZA,"Jun 28, 2020",6.454
Algeria,DZA,"Jun 29, 2020",6.955
Algeria,DZA,"Jun 30, 2020",6.796
Algeria,DZA,"Jul 1, 2020",7.662
Algeria,DZA,"Jul 2, 2020",8.324
Algeria,DZA,"Jul 3, 2020",8.78
Algeria,DZA,"Jul 4, 2020",9.418
Algeria,DZA,"Jul 5, 2020",9.806
Algeria,DZA,"Jul 6, 2020",10.057
Algeria,DZA,"Jul 7, 2020",10.558
Algeria,DZA,"Jul 8, 2020",10.832
Algeria,DZA,"Jul 9, 2020",10.695
Algeria,DZA,"Jul 10, 2020",10.49
Algeria,DZA,"Jul 11, 2020",0
Algeria,DZA,"Jul 12, 2020",20.615
Algeria,DZA,"Jul 13, 2020",11.015
Algeria,DZA,"Jul 14, 2020",11.265
Algeria,DZA,"Jul 15, 2020",12.018
Algeria,DZA,"Jul 16, 2020",12.634
Algeria,DZA,"Jul 17, 2020",13.341
Algeria,DZA,"Jul 18, 2020",13.523
Algeria,DZA,"Jul 19, 2020",13.705
Algeria,DZA,"Jul 20, 2020",12.2
Algeria,DZA,"Jul 21, 2020",13.842
Algeria,DZA,"Jul 22, 2020",13.386
Algeria,DZA,"Jul 23, 2020",13.546
Algeria,DZA,"Jul 24, 2020",13.956
Algeria,DZA,"Jul 25, 2020",15.393
Algeria,DZA,"Jul 26, 2020",13.797
Andorra,AND,"Mar 3, 2020",12.942
Andorra,AND,"Mar 14, 2020",12.942
Andorra,AND,"Mar 16, 2020",38.827
Andorra,AND,"Mar 17, 2020",116.482
Andorra,AND,"Mar 18, 2020",0
Andorra,AND,"Mar 19, 2020",504.756
Andorra,AND,"Mar 20, 2020",284.734
Andorra,AND,"Mar 21, 2020",0
Andorra,AND,"Mar 22, 2020",168.252
Andorra,AND,"Mar 23, 2020",323.562
Andorra,AND,"Mar 24, 2020",258.849
Andorra,AND,"Mar 25, 2020",401.217
Andorra,AND,"Mar 26, 2020",310.619
Andorra,AND,"Mar 27, 2020",465.929
Andorra,AND,"Mar 28, 2020",556.526
Andorra,AND,"Mar 29, 2020",530.641
Andorra,AND,"Mar 30, 2020",336.504
Andorra,AND,"Mar 31, 2020",465.929
Andorra,AND,"Apr 1, 2020",77.655
Andorra,AND,"Apr 2, 2020",181.195
Andorra,AND,"Apr 3, 2020",491.814
Andorra,AND,"Apr 4, 2020",142.367
Andorra,AND,"Apr 5, 2020",349.447
Andorra,AND,"Apr 6, 2020",452.986
Andorra,AND,"Apr 7, 2020",323.562
Andorra,AND,"Apr 8, 2020",245.907
Andorra,AND,"Apr 9, 2020",245.907
Andorra,AND,"Apr 10, 2020",245.907
Andorra,AND,"Apr 11, 2020",232.964
Andorra,AND,"Apr 12, 2020",271.792
Andorra,AND,"Apr 13, 2020",207.08
Andorra,AND,"Apr 14, 2020",103.54
Andorra,AND,"Apr 15, 2020",168.252
Andorra,AND,"Apr 16, 2020",181.195
Andorra,AND,"Apr 17, 2020",116.482
Andorra,AND,"Apr 18, 2020",181.195
Andorra,AND,"Apr 19, 2020",103.54
Andorra,AND,"Apr 20, 2020",116.482
Andorra,AND,"Apr 21, 2020",51.77
Andorra,AND,"Apr 22, 2020",0
Andorra,AND,"Apr 23, 2020",77.655
Andorra,AND,"Apr 24, 2020",12.942
Andorra,AND,"Apr 25, 2020",90.597
Andorra,AND,"Apr 26, 2020",25.885
Andorra,AND,"Apr 27, 2020",90.597
Andorra,AND,"Apr 28, 2020",38.827
Andorra,AND,"Apr 29, 2020",0
Andorra,AND,"Apr 30, 2020",0
Andorra,AND,"May 1, 2020",25.885
