Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Dominican Republic,DOM,"Mar 15, 2020",1.014
Dominican Republic,DOM,"Mar 16, 2020",1.014
Dominican Republic,DOM,"Mar 17, 2020",1.014
Dominican Republic,DOM,"Mar 18, 2020",1.014
Dominican Republic,DOM,"Mar 19, 2020",1.936
Dominican Republic,DOM,"Mar 20, 2020",1.936
Dominican Republic,DOM,"Mar 21, 2020",3.134
Dominican Republic,DOM,"Mar 22, 2020",10.325
Dominican Republic,DOM,"Mar 23, 2020",18.621
Dominican Republic,DOM,"Mar 24, 2020",22.585
Dominican Republic,DOM,"Mar 25, 2020",28.761
Dominican Republic,DOM,"Mar 26, 2020",36.136
Dominican Republic,DOM,"Mar 27, 2020",44.986
Dominican Republic,DOM,"Mar 28, 2020",53.559
Dominican Republic,DOM,"Mar 29, 2020",66.28
Dominican Republic,DOM,"Mar 30, 2020",79.186
Dominican Republic,DOM,"Mar 31, 2020",83.058
Dominican Republic,DOM,"Apr 1, 2020",102.232
Dominican Republic,DOM,"Apr 2, 2020",118.364
Dominican Republic,DOM,"Apr 3, 2020",127.214
Dominican Republic,DOM,"Apr 4, 2020",137.169
Dominican Republic,DOM,"Apr 5, 2020",145.466
Dominican Republic,DOM,"Apr 6, 2020",160.861
Dominican Republic,DOM,"Apr 7, 2020",168.512
Dominican Republic,DOM,"Apr 8, 2020",180.311
Dominican Republic,DOM,"Apr 9, 2020",194.6
Dominican Republic,DOM,"Apr 10, 2020",216.54
Dominican Republic,DOM,"Apr 11, 2020",241.521
Dominican Republic,DOM,"Apr 12, 2020",254.335
Dominican Republic,DOM,"Apr 13, 2020",273.509
Dominican Republic,DOM,"Apr 14, 2020",291.946
Dominican Republic,DOM,"Apr 15, 2020",302.916
Dominican Republic,DOM,"Apr 16, 2020",333.152
Dominican Republic,DOM,"Apr 17, 2020",346.15
Dominican Republic,DOM,"Apr 18, 2020",380.35
Dominican Republic,DOM,"Apr 19, 2020",399.616
Dominican Republic,DOM,"Apr 20, 2020",431.42
Dominican Republic,DOM,"Apr 21, 2020",457.6
Dominican Republic,DOM,"Apr 22, 2020",464.975
Dominican Republic,DOM,"Apr 23, 2020",488.574
Dominican Republic,DOM,"Apr 24, 2020",510.974
Dominican Republic,DOM,"Apr 25, 2020",529.964
Dominican Republic,DOM,"Apr 26, 2020",546.281
Dominican Republic,DOM,"Apr 27, 2020",565.547
Dominican Republic,DOM,"Apr 28, 2020",565.547
Dominican Republic,DOM,"Apr 29, 2020",591.451
Dominican Republic,DOM,"Apr 30, 2020",613.206
Dominican Republic,DOM,"May 1, 2020",642.705
Dominican Republic,DOM,"May 2, 2020",671.835
Dominican Republic,DOM,"May 3, 2020",698.568
Dominican Republic,DOM,"May 4, 2020",733.229
Dominican Republic,DOM,"May 5, 2020",759.133
Dominican Republic,DOM,"May 6, 2020",781.718
Dominican Republic,DOM,"May 7, 2020",811.862
Dominican Republic,DOM,"May 8, 2020",838.411
Dominican Republic,DOM,"May 9, 2020",864.314
Dominican Republic,DOM,"May 10, 2020",910.959
Dominican Republic,DOM,"May 11, 2020",953.825
Dominican Republic,DOM,"May 12, 2020",980.282
Dominican Republic,DOM,"May 13, 2020",1004.802
Dominican Republic,DOM,"May 14, 2020",1032.089
Dominican Republic,DOM,"May 15, 2020",1043.52
Dominican Republic,DOM,"May 16, 2020",1082.145
Dominican Republic,DOM,"May 17, 2020",1096.341
Dominican Republic,DOM,"May 18, 2020",1135.15
Dominican Republic,DOM,"May 19, 2020",1173.038
Dominican Republic,DOM,"May 20, 2020",1218.945
Dominican Republic,DOM,"May 21, 2020",1242.36
Dominican Republic,DOM,"May 22, 2020",1258.953
Dominican Republic,DOM,"May 23, 2020",1289.558
Dominican Republic,DOM,"May 24, 2020",1329.473
Dominican Republic,DOM,"May 25, 2020",1329.473
Dominican Republic,DOM,"May 26, 2020",1389.485
Dominican Republic,DOM,"May 27, 2020",1407.092
Dominican Republic,DOM,"May 28, 2020",1449.404
Dominican Republic,DOM,"May 29, 2020",1481.208
Dominican Republic,DOM,"May 30, 2020",1523.889
Dominican Republic,DOM,"May 31, 2020",1558.642
Dominican Republic,DOM,"Jun 1, 2020",1593.395
Dominican Republic,DOM,"Jun 2, 2020",1619.852
Dominican Republic,DOM,"Jun 3, 2020",1636.445
Dominican Republic,DOM,"Jun 4, 2020",1662.994
Dominican Republic,DOM,"Jun 5, 2020",1688.713
Dominican Republic,DOM,"Jun 6, 2020",1724.573
Dominican Republic,DOM,"Jun 7, 2020",1769.466
Dominican Republic,DOM,"Jun 8, 2020",1806.801
Dominican Republic,DOM,"Jun 9, 2020",1855.289
Dominican Republic,DOM,"Jun 10, 2020",1881.93
Dominican Republic,DOM,"Jun 11, 2020",1918.159
Dominican Republic,DOM,"Jun 12, 2020",1976.142
Dominican Republic,DOM,"Jun 13, 2020",2028.779
Dominican Republic,DOM,"Jun 14, 2020",2080.771
Dominican Republic,DOM,"Jun 15, 2020",2116.722
Dominican Republic,DOM,"Jun 16, 2020",2145.207
Dominican Republic,DOM,"Jun 17, 2020",2183.463
Dominican Republic,DOM,"Jun 18, 2020",2222.088
Dominican Republic,DOM,"Jun 19, 2020",2271.867
Dominican Republic,DOM,"Jun 20, 2020",2310.861
Dominican Republic,DOM,"Jun 21, 2020",2376.312
Dominican Republic,DOM,"Jun 22, 2020",2459.185
Dominican Republic,DOM,"Jun 23, 2020",2523.068
Dominican Republic,DOM,"Jun 24, 2020",2575.244
Dominican Republic,DOM,"Jun 25, 2020",2639.312
Dominican Republic,DOM,"Jun 26, 2020",2686.325
Dominican Republic,DOM,"Jun 27, 2020",2743.756
Dominican Republic,DOM,"Jun 28, 2020",2822.573
Dominican Republic,DOM,"Jun 29, 2020",2892.079
Dominican Republic,DOM,"Jun 30, 2020",2932.917
Dominican Republic,DOM,"Jul 1, 2020",3002.239
Dominican Republic,DOM,"Jul 2, 2020",3077.737
Dominican Republic,DOM,"Jul 3, 2020",3152.406
Dominican Republic,DOM,"Jul 4, 2020",3240.073
Dominican Republic,DOM,"Jul 5, 2020",3335.575
Dominican Republic,DOM,"Jul 6, 2020",3449.975
Dominican Republic,DOM,"Jul 7, 2020",3514.78
Dominican Republic,DOM,"Jul 8, 2020",3542.62
Dominican Republic,DOM,"Jul 9, 2020",3649.369
Dominican Republic,DOM,"Jul 10, 2020",3760.173
Dominican Republic,DOM,"Jul 11, 2020",3863.88
Dominican Republic,DOM,"Jul 12, 2020",3974.408
Dominican Republic,DOM,"Jul 13, 2020",4105.125
Dominican Republic,DOM,"Jul 14, 2020",4194.912
Dominican Republic,DOM,"Jul 15, 2020",4268.567
Dominican Republic,DOM,"Jul 16, 2020",4394.489
Dominican Republic,DOM,"Jul 17, 2020",4493.31
Dominican Republic,DOM,"Jul 18, 2020",4619.602
Dominican Republic,DOM,"Jul 19, 2020",4749.212
Dominican Republic,DOM,"Jul 20, 2020",4872.37
Dominican Republic,DOM,"Jul 21, 2020",4973.864
Dominican Republic,DOM,"Jul 22, 2020",5051.391
Dominican Republic,DOM,"Jul 23, 2020",5166.251
Dominican Republic,DOM,"Jul 24, 2020",5311.164
Dominican Republic,DOM,"Jul 25, 2020",5445.937
Dominican Republic,DOM,"Jul 26, 2020",5613.619
Ecuador,ECU,"Dec 31, 2019",0
Ecuador,ECU,"Jan 1, 2020",0
Ecuador,ECU,"Jan 2, 2020",0
Ecuador,ECU,"Jan 3, 2020",0
Ecuador,ECU,"Jan 4, 2020",0
Ecuador,ECU,"Jan 5, 2020",0
Ecuador,ECU,"Jan 6, 2020",0
Ecuador,ECU,"Jan 7, 2020",0
Ecuador,ECU,"Jan 8, 2020",0
Ecuador,ECU,"Jan 9, 2020",0
Ecuador,ECU,"Jan 10, 2020",0
Ecuador,ECU,"Jan 11, 2020",0
Ecuador,ECU,"Jan 12, 2020",0
Ecuador,ECU,"Jan 13, 2020",0
Ecuador,ECU,"Jan 14, 2020",0
Ecuador,ECU,"Jan 15, 2020",0
Ecuador,ECU,"Jan 16, 2020",0
Ecuador,ECU,"Jan 17, 2020",0
Ecuador,ECU,"Jan 18, 2020",0
Ecuador,ECU,"Jan 19, 2020",0
Ecuador,ECU,"Jan 20, 2020",0
Ecuador,ECU,"Jan 21, 2020",0
Ecuador,ECU,"Jan 22, 2020",0
Ecuador,ECU,"Jan 23, 2020",0
Ecuador,ECU,"Jan 24, 2020",0
Ecuador,ECU,"Jan 25, 2020",0
Ecuador,ECU,"Jan 26, 2020",0
Ecuador,ECU,"Jan 27, 2020",0
Ecuador,ECU,"Jan 28, 2020",0
Ecuador,ECU,"Jan 29, 2020",0
Ecuador,ECU,"Jan 30, 2020",0
Ecuador,ECU,"Jan 31, 2020",0
Ecuador,ECU,"Feb 1, 2020",0
Ecuador,ECU,"Feb 2, 2020",0
Ecuador,ECU,"Feb 3, 2020",0
Ecuador,ECU,"Feb 4, 2020",0
Ecuador,ECU,"Feb 5, 2020",0
Ecuador,ECU,"Feb 6, 2020",0
Ecuador,ECU,"Feb 7, 2020",0
Ecuador,ECU,"Feb 8, 2020",0
Ecuador,ECU,"Feb 9, 2020",0
Ecuador,ECU,"Feb 10, 2020",0
Ecuador,ECU,"Feb 11, 2020",0
Ecuador,ECU,"Feb 12, 2020",0
Ecuador,ECU,"Feb 13, 2020",0
Ecuador,ECU,"Feb 14, 2020",0
Ecuador,ECU,"Feb 15, 2020",0
Ecuador,ECU,"Feb 16, 2020",0
Ecuador,ECU,"Feb 17, 2020",0
Ecuador,ECU,"Feb 18, 2020",0
Ecuador,ECU,"Feb 19, 2020",0
Ecuador,ECU,"Feb 20, 2020",0
Ecuador,ECU,"Feb 21, 2020",0
Ecuador,ECU,"Feb 22, 2020",0
Ecuador,ECU,"Feb 23, 2020",0
Ecuador,ECU,"Feb 24, 2020",0
Ecuador,ECU,"Feb 25, 2020",0
Ecuador,ECU,"Feb 26, 2020",0
Ecuador,ECU,"Feb 27, 2020",0
Ecuador,ECU,"Feb 28, 2020",0
Ecuador,ECU,"Feb 29, 2020",0
Ecuador,ECU,"Mar 1, 2020",0.057
Ecuador,ECU,"Mar 2, 2020",0.34
Ecuador,ECU,"Mar 3, 2020",0.397
Ecuador,ECU,"Mar 5, 2020",0.567
Ecuador,ECU,"Mar 6, 2020",0.737
Ecuador,ECU,"Mar 9, 2020",0.794
Ecuador,ECU,"Mar 10, 2020",0.85
Ecuador,ECU,"Mar 11, 2020",0.964
Ecuador,ECU,"Mar 14, 2020",1.304
Ecuador,ECU,"Mar 15, 2020",1.587
Ecuador,ECU,"Mar 16, 2020",2.097
Ecuador,ECU,"Mar 17, 2020",3.287
Ecuador,ECU,"Mar 18, 2020",6.291
Ecuador,ECU,"Mar 19, 2020",9.522
Ecuador,ECU,"Mar 20, 2020",11.279
Ecuador,ECU,"Mar 21, 2020",24.145
Ecuador,ECU,"Mar 22, 2020",30.153
Ecuador,ECU,"Mar 23, 2020",44.72
Ecuador,ECU,"Mar 24, 2020",55.603
Ecuador,ECU,"Mar 25, 2020",61.327
Ecuador,ECU,"Mar 26, 2020",68.639
Ecuador,ECU,"Mar 27, 2020",79.521
Ecuador,ECU,"Mar 28, 2020",92.218
Ecuador,ECU,"Mar 29, 2020",104.007
Ecuador,ECU,"Mar 30, 2020",107.124
Ecuador,ECU,"Mar 31, 2020",111.432
Ecuador,ECU,"Apr 1, 2020",130.476
Ecuador,ECU,"Apr 2, 2020",156.322
Ecuador,ECU,"Apr 3, 2020",179.277
Ecuador,ECU,"Apr 4, 2020",190.897
Ecuador,ECU,"Apr 5, 2020",196.395
Ecuador,ECU,"Apr 6, 2020",206.653
Ecuador,ECU,"Apr 7, 2020",212.378
Ecuador,ECU,"Apr 8, 2020",226.435
Ecuador,ECU,"Apr 9, 2020",252.224
Ecuador,ECU,"Apr 10, 2020",281.414
Ecuador,ECU,"Apr 11, 2020",405.882
Ecuador,ECU,"Apr 12, 2020",411.323
Ecuador,ECU,"Apr 13, 2020",423.169
Ecuador,ECU,"Apr 14, 2020",426.74
Ecuador,ECU,"Apr 15, 2020",430.934
Ecuador,ECU,"Apr 16, 2020",445.388
Ecuador,ECU,"Apr 17, 2020",466.189
Ecuador,ECU,"Apr 18, 2020",478.942
Ecuador,ECU,"Apr 19, 2020",511.363
Ecuador,ECU,"Apr 20, 2020",536.642
Ecuador,ECU,"Apr 21, 2020",574.05
Ecuador,ECU,"Apr 22, 2020",589.354
Ecuador,ECU,"Apr 23, 2020",614.973
Ecuador,ECU,"Apr 24, 2020",633.847
Ecuador,ECU,"Apr 25, 2020",633.847
Ecuador,ECU,"Apr 26, 2020",633.847
Ecuador,ECU,"Apr 27, 2020",1287.702
Ecuador,ECU,"Apr 28, 2020",1317.232
Ecuador,ECU,"Apr 29, 2020",1374.932
Ecuador,ECU,"Apr 30, 2020",1398.567
Ecuador,ECU,"May 1, 2020",1413.247
Ecuador,ECU,"May 2, 2020",1492.712
Ecuador,ECU,"May 3, 2020",1556.646
Ecuador,ECU,"May 4, 2020",1674.199
Ecuador,ECU,"May 5, 2020",1806.999
Ecuador,ECU,"May 6, 2020",1806.999
Ecuador,ECU,"May 7, 2020",1667.511
Ecuador,ECU,"May 8, 2020",1717.276
Ecuador,ECU,"May 9, 2020",1633.39
Ecuador,ECU,"May 10, 2020",1647.73
Ecuador,ECU,"May 11, 2020",1675.39
Ecuador,ECU,"May 12, 2020",1672.556
Ecuador,ECU,"May 13, 2020",1724.134
Ecuador,ECU,"May 14, 2020",1727.932
Ecuador,ECU,"May 15, 2020",1728.838
Ecuador,ECU,"May 16, 2020",1783.534
Ecuador,ECU,"May 17, 2020",1856.991
Ecuador,ECU,"May 18, 2020",1880.74
Ecuador,ECU,"May 19, 2020",1903.411
Ecuador,ECU,"May 20, 2020",1935.662
Ecuador,ECU,"May 21, 2020",1975.508
Ecuador,ECU,"May 22, 2020",2001.127
Ecuador,ECU,"May 23, 2020",2030.713
Ecuador,ECU,"May 24, 2020",2055.086
Ecuador,ECU,"May 25, 2020",2083.312
Ecuador,ECU,"May 26, 2020",2117.263
Ecuador,ECU,"May 27, 2020",2117.263
Ecuador,ECU,"May 28, 2020",2159.659
Ecuador,ECU,"May 29, 2020",2180.517
Ecuador,ECU,"May 30, 2020",2186.185
Ecuador,ECU,"May 31, 2020",2186.185
Ecuador,ECU,"Jun 1, 2020",2216.055
Ecuador,ECU,"Jun 2, 2020",2266.84
Ecuador,ECU,"Jun 3, 2020",2290.646
Ecuador,ECU,"Jun 4, 2020",2321.933
Ecuador,ECU,"Jun 5, 2020",2321.933
Ecuador,ECU,"Jun 6, 2020",2356.451
Ecuador,ECU,"Jun 7, 2020",2421.802
Ecuador,ECU,"Jun 8, 2020",2444.02
Ecuador,ECU,"Jun 9, 2020",2458.644
Ecuador,ECU,"Jun 10, 2020",2489.194
Ecuador,ECU,"Jun 11, 2020",2518.837
Ecuador,ECU,"Jun 12, 2020",2518.837
Ecuador,ECU,"Jun 13, 2020",2594.675
Ecuador,ECU,"Jun 14, 2020",2627.435
Ecuador,ECU,"Jun 15, 2020",2649.824
Ecuador,ECU,"Jun 16, 2020",2682.188
Ecuador,ECU,"Jun 17, 2020",2717.386
Ecuador,ECU,"Jun 18, 2020",2748.389
Ecuador,ECU,"Jun 19, 2020",2782.794
Ecuador,ECU,"Jun 20, 2020",2818.729
Ecuador,ECU,"Jun 21, 2020",2844.348
Ecuador,ECU,"Jun 22, 2020",2870.25
Ecuador,ECU,"Jun 23, 2020",2870.25
Ecuador,ECU,"Jun 24, 2020",2927.1
Ecuador,ECU,"Jun 25, 2020",2966.265
Ecuador,ECU,"Jun 26, 2020",3012.856
Ecuador,ECU,"Jun 27, 2020",3052.532
Ecuador,ECU,"Jun 28, 2020",3093.228
Ecuador,ECU,"Jun 29, 2020",3131.826
Ecuador,ECU,"Jun 30, 2020",3155.065
Ecuador,ECU,"Jul 1, 2020",3198.538
Ecuador,ECU,"Jul 2, 2020",3301.978
Ecuador,ECU,"Jul 3, 2020",3370.617
Ecuador,ECU,"Jul 4, 2020",3438.009
Ecuador,ECU,"Jul 5, 2020",3487.774
Ecuador,ECU,"Jul 6, 2020",3511.749
Ecuador,ECU,"Jul 7, 2020",3535.668
Ecuador,ECU,"Jul 8, 2020",3584.696
Ecuador,ECU,"Jul 9, 2020",3640.015
Ecuador,ECU,"Jul 10, 2020",3685.188
Ecuador,ECU,"Jul 11, 2020",3729.568
Ecuador,ECU,"Jul 12, 2020",3809.373
Ecuador,ECU,"Jul 13, 2020",3846.838
Ecuador,ECU,"Jul 14, 2020",3880.223
Ecuador,ECU,"Jul 15, 2020",3943.194
Ecuador,ECU,"Jul 16, 2020",3986.213
Ecuador,ECU,"Jul 17, 2020",4044.933
Ecuador,ECU,"Jul 18, 2020",4106.09
Ecuador,ECU,"Jul 19, 2020",4159.256
Ecuador,ECU,"Jul 20, 2020",4195.021
Ecuador,ECU,"Jul 21, 2020",4229.425
Ecuador,ECU,"Jul 22, 2020",4319.942
Ecuador,ECU,"Jul 23, 2020",4378.889
Ecuador,ECU,"Jul 24, 2020",4429.39
Ecuador,ECU,"Jul 25, 2020",4480.459
Ecuador,ECU,"Jul 26, 2020",4536.401
Egypt,EGY,"Dec 31, 2019",0
Egypt,EGY,"Jan 1, 2020",0
Egypt,EGY,"Jan 2, 2020",0
Egypt,EGY,"Jan 3, 2020",0
Egypt,EGY,"Jan 4, 2020",0
Egypt,EGY,"Jan 5, 2020",0
Egypt,EGY,"Jan 6, 2020",0
Egypt,EGY,"Jan 7, 2020",0
Egypt,EGY,"Jan 8, 2020",0
Egypt,EGY,"Jan 9, 2020",0
Egypt,EGY,"Jan 10, 2020",0
Egypt,EGY,"Jan 11, 2020",0
Egypt,EGY,"Jan 12, 2020",0
Egypt,EGY,"Jan 13, 2020",0
Egypt,EGY,"Jan 14, 2020",0
Egypt,EGY,"Jan 15, 2020",0
Egypt,EGY,"Jan 16, 2020",0
Egypt,EGY,"Jan 17, 2020",0
Egypt,EGY,"Jan 18, 2020",0
Egypt,EGY,"Jan 19, 2020",0
Egypt,EGY,"Jan 20, 2020",0
Egypt,EGY,"Jan 21, 2020",0
Egypt,EGY,"Jan 22, 2020",0
Egypt,EGY,"Jan 23, 2020",0
Egypt,EGY,"Jan 24, 2020",0
Egypt,EGY,"Jan 25, 2020",0
Egypt,EGY,"Jan 26, 2020",0
Egypt,EGY,"Jan 27, 2020",0
Egypt,EGY,"Jan 28, 2020",0
Egypt,EGY,"Jan 29, 2020",0
Egypt,EGY,"Jan 30, 2020",0
Egypt,EGY,"Jan 31, 2020",0
Egypt,EGY,"Feb 1, 2020",0
Egypt,EGY,"Feb 2, 2020",0
Egypt,EGY,"Feb 3, 2020",0
Egypt,EGY,"Feb 4, 2020",0
Egypt,EGY,"Feb 5, 2020",0
Egypt,EGY,"Feb 6, 2020",0
Egypt,EGY,"Feb 7, 2020",0
Egypt,EGY,"Feb 8, 2020",0
Egypt,EGY,"Feb 9, 2020",0
Egypt,EGY,"Feb 10, 2020",0
Egypt,EGY,"Feb 11, 2020",0
Egypt,EGY,"Feb 12, 2020",0
Egypt,EGY,"Feb 13, 2020",0
Egypt,EGY,"Feb 14, 2020",0
Egypt,EGY,"Feb 15, 2020",0.01
Egypt,EGY,"Feb 16, 2020",0.01
Egypt,EGY,"Feb 17, 2020",0.01
Egypt,EGY,"Feb 18, 2020",0.01
Egypt,EGY,"Feb 19, 2020",0.01
Egypt,EGY,"Feb 20, 2020",0.01
Egypt,EGY,"Feb 21, 2020",0.01
Egypt,EGY,"Feb 22, 2020",0.01
Egypt,EGY,"Feb 23, 2020",0.01
Egypt,EGY,"Feb 24, 2020",0.01
Egypt,EGY,"Feb 25, 2020",0.01
Egypt,EGY,"Feb 26, 2020",0.01
Egypt,EGY,"Feb 27, 2020",0.01
Egypt,EGY,"Feb 28, 2020",0.01
Egypt,EGY,"Feb 29, 2020",0.01
Egypt,EGY,"Mar 1, 2020",0.01
Egypt,EGY,"Mar 2, 2020",0.02
Egypt,EGY,"Mar 6, 2020",0.029
Egypt,EGY,"Mar 7, 2020",0.147
Egypt,EGY,"Mar 9, 2020",0.479
Egypt,EGY,"Mar 10, 2020",0.537
Egypt,EGY,"Mar 11, 2020",0.577
Egypt,EGY,"Mar 12, 2020",0.586
Egypt,EGY,"Mar 13, 2020",0.782
Egypt,EGY,"Mar 14, 2020",0.909
Egypt,EGY,"Mar 15, 2020",0.909
Egypt,EGY,"Mar 16, 2020",1.075
Egypt,EGY,"Mar 17, 2020",1.231
Egypt,EGY,"Mar 18, 2020",1.622
Egypt,EGY,"Mar 19, 2020",1.915
Egypt,EGY,"Mar 20, 2020",2.052
Egypt,EGY,"Mar 21, 2020",2.502
Egypt,EGY,"Mar 22, 2020",2.785
Egypt,EGY,"Mar 23, 2020",2.873
Egypt,EGY,"Mar 24, 2020",3.195
Egypt,EGY,"Mar 25, 2020",3.577
Egypt,EGY,"Mar 26, 2020",4.319
Egypt,EGY,"Mar 27, 2020",4.456
Egypt,EGY,"Mar 28, 2020",4.837
Egypt,EGY,"Mar 29, 2020",5.238
Egypt,EGY,"Mar 30, 2020",5.629
Egypt,EGY,"Mar 31, 2020",5.951
Egypt,EGY,"Apr 1, 2020",6.41
Egypt,EGY,"Apr 2, 2020",6.938
Egypt,EGY,"Apr 3, 2020",7.612
Egypt,EGY,"Apr 4, 2020",7.612
Egypt,EGY,"Apr 5, 2020",9.625
Egypt,EGY,"Apr 6, 2020",10.456
Egypt,EGY,"Apr 7, 2020",10.485
Egypt,EGY,"Apr 8, 2020",12.918
Egypt,EGY,"Apr 9, 2020",15.244
Egypt,EGY,"Apr 10, 2020",16.602
Egypt,EGY,"Apr 11, 2020",17.531
Egypt,EGY,"Apr 12, 2020",18.948
Egypt,EGY,"Apr 13, 2020",20.179
Egypt,EGY,"Apr 14, 2020",21.4
Egypt,EGY,"Apr 15, 2020",22.964
Egypt,EGY,"Apr 16, 2020",24.479
Egypt,EGY,"Apr 17, 2020",26.12
Egypt,EGY,"Apr 18, 2020",27.791
Egypt,EGY,"Apr 19, 2020",29.628
Egypt,EGY,"Apr 20, 2020",30.723
Egypt,EGY,"Apr 21, 2020",32.57
Egypt,EGY,"Apr 22, 2020",34.104
Egypt,EGY,"Apr 23, 2020",34.104
Egypt,EGY,"Apr 24, 2020",35.755
Egypt,EGY,"Apr 25, 2020",39.987
Egypt,EGY,"Apr 26, 2020",42.205
Egypt,EGY,"Apr 27, 2020",42.205
Egypt,EGY,"Apr 28, 2020",46.729
Egypt,EGY,"Apr 29, 2020",49.27
Egypt,EGY,"Apr 30, 2020",51.478
Egypt,EGY,"May 1, 2020",54.107
Egypt,EGY,"May 2, 2020",57.605
Egypt,EGY,"May 3, 2020",60.517
Egypt,EGY,"May 4, 2020",63.175
Egypt,EGY,"May 5, 2020",66.576
Egypt,EGY,"May 6, 2020",70.367
Egypt,EGY,"May 7, 2020",74.149
Egypt,EGY,"May 8, 2020",77.989
Egypt,EGY,"May 9, 2020",82.826
Egypt,EGY,"May 10, 2020",87.595
Egypt,EGY,"May 11, 2020",91.856
Egypt,EGY,"May 12, 2020",95.237
Egypt,EGY,"May 13, 2020",98.628
Egypt,EGY,"May 14, 2020",101.931
Egypt,EGY,"May 15, 2020",105.82
Egypt,EGY,"May 16, 2020",109.719
Egypt,EGY,"May 17, 2020",114.517
Egypt,EGY,"May 18, 2020",119.5
Egypt,EGY,"May 19, 2020",124.728
Egypt,EGY,"May 20, 2020",131.764
Egypt,EGY,"May 21, 2020",139.044
Egypt,EGY,"May 22, 2020",146.608
Egypt,EGY,"May 23, 2020",154.259
Egypt,EGY,"May 24, 2020",162.34
Egypt,EGY,"May 25, 2020",168.712
Egypt,EGY,"May 26, 2020",175.571
Egypt,EGY,"May 27, 2020",183.281
Egypt,EGY,"May 28, 2020",192.174
Egypt,EGY,"May 29, 2020",203.187
Egypt,EGY,"May 30, 2020",215.783
Egypt,EGY,"May 31, 2020",229.141
Egypt,EGY,"Jun 1, 2020",244.151
Egypt,EGY,"Jun 2, 2020",257.821
Egypt,EGY,"Jun 3, 2020",269.079
Egypt,EGY,"Jun 4, 2020",279.622
Egypt,EGY,"Jun 5, 2020",290.88
Egypt,EGY,"Jun 6, 2020",304.052
Egypt,EGY,"Jun 7, 2020",318.681
Egypt,EGY,"Jun 8, 2020",333.016
Egypt,EGY,"Jun 9, 2020",346.355
Egypt,EGY,"Jun 10, 2020",359.889
Egypt,EGY,"Jun 11, 2020",374.107
Egypt,EGY,"Jun 12, 2020",388.198
Egypt,EGY,"Jun 13, 2020",403.618
Egypt,EGY,"Jun 14, 2020",419.996
Egypt,EGY,"Jun 15, 2020",435.807
Egypt,EGY,"Jun 16, 2020",452.331
Egypt,EGY,"Jun 17, 2020",467.643
Egypt,EGY,"Jun 18, 2020",480.962
Egypt,EGY,"Jun 19, 2020",492.865
Egypt,EGY,"Jun 20, 2020",510.2
Egypt,EGY,"Jun 21, 2020",525.317
Egypt,EGY,"Jun 22, 2020",539.731
Egypt,EGY,"Jun 23, 2020",555.131
Egypt,EGY,"Jun 24, 2020",568.147
Egypt,EGY,"Jun 25, 2020",568.147
Egypt,EGY,"Jun 26, 2020",597.355
Egypt,EGY,"Jun 27, 2020",613.235
Egypt,EGY,"Jun 28, 2020",624.648
Egypt,EGY,"Jun 29, 2020",637.01
Egypt,EGY,"Jun 30, 2020",652.312
Egypt,EGY,"Jul 1, 2020",667.527
Egypt,EGY,"Jul 2, 2020",682.214
Egypt,EGY,"Jul 3, 2020",696.726
Egypt,EGY,"Jul 4, 2020",710.524
Egypt,EGY,"Jul 5, 2020",723.461
Egypt,EGY,"Jul 6, 2020",735.364
Egypt,EGY,"Jul 7, 2020",744.833
Egypt,EGY,"Jul 8, 2020",755.161
Egypt,EGY,"Jul 9, 2020",765.178
Egypt,EGY,"Jul 10, 2020",774.461
Egypt,EGY,"Jul 11, 2020",784.047
Egypt,EGY,"Jul 12, 2020",793.067
Egypt,EGY,"Jul 13, 2020",793.067
Egypt,EGY,"Jul 14, 2020",811.076
Egypt,EGY,"Jul 15, 2020",820.154
Egypt,EGY,"Jul 16, 2020",829.076
Egypt,EGY,"Jul 17, 2020",838.144
Egypt,EGY,"Jul 18, 2020",845.014
Egypt,EGY,"Jul 19, 2020",851.835
Egypt,EGY,"Jul 20, 2020",857.727
Egypt,EGY,"Jul 21, 2020",863.854
Egypt,EGY,"Jul 22, 2020",870.46
Egypt,EGY,"Jul 23, 2020",876.978
Egypt,EGY,"Jul 24, 2020",883.505
Egypt,EGY,"Jul 25, 2020",889.945
Egypt,EGY,"Jul 26, 2020",894.939
El Salvador,SLV,"Mar 19, 2020",0.154
El Salvador,SLV,"Mar 20, 2020",0.154
El Salvador,SLV,"Mar 21, 2020",0.463
El Salvador,SLV,"Mar 22, 2020",0.463
El Salvador,SLV,"Mar 23, 2020",0.463
El Salvador,SLV,"Mar 24, 2020",0.771
El Salvador,SLV,"Mar 25, 2020",1.388
El Salvador,SLV,"Mar 26, 2020",2.004
El Salvador,SLV,"Mar 27, 2020",2.004
El Salvador,SLV,"Mar 28, 2020",2.004
El Salvador,SLV,"Mar 29, 2020",2.929
El Salvador,SLV,"Mar 30, 2020",4.625
El Salvador,SLV,"Mar 31, 2020",4.934
El Salvador,SLV,"Apr 1, 2020",4.934
El Salvador,SLV,"Apr 2, 2020",6.321
El Salvador,SLV,"Apr 3, 2020",7.092
El Salvador,SLV,"Apr 4, 2020",8.634
El Salvador,SLV,"Apr 5, 2020",9.559
El Salvador,SLV,"Apr 6, 2020",10.638
El Salvador,SLV,"Apr 7, 2020",12.026
El Salvador,SLV,"Apr 8, 2020",12.026
El Salvador,SLV,"Apr 9, 2020",15.88
